old_sku,old_name,old_categories,old_revenue_q1q2,old_customer_count,old_units_sold,new_sku,new_name,new_categories,new_permalink,new_price,new_image,match_score,replacement_notes
PB-MWAL,Mid-West/Mid-Atlantic Alpaca/Llama Forage Mix - 1/2 Acre,,1022.07,6,7,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,50,
WB-OLGN-2000-F,Ornamental Low Growing Native Mix - 2000 ft²,,1007.9,7,10,PB-CABIN,Native Cabin Grass Seed Mix,"Food Plot Seed, Specialty Seed",https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,40,
S-AGPA8-10-LB-OLD,San Diego Bentgrass - 10 lbs,,1006.83,1,1,S-AGPA8,Thingrass (California Bentgrass),"All Seed, Specialty Seed, California Collection",https://naturesseed.com/products/grass-seed/thingrass/,107.05,https://naturesseed.com/wp-content/uploads/2025/07/Agrostis_pallens_turf-1.jpg,40,
PB-SATHB,South-Atlantic Transitional Honey Bee Pasture Mix - 500 ft²,,1001.38,15,15,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,70,
PB-ALPACA-10-LB-OLD,Alpaca & Llama Forage Mix,,989.89,6,11,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,50,
PB-HRSE-SO-OLD,Southern Horse Pasture Mix,,989.89,8,11,PB-HRSE-SO,Warm Season Horse Pasture Mix,"Pasture Seed, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",https://naturesseed.com/products/pasture-seed/horse-pasture-mix-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SHORSE.webp,110,
PB-GPEC-2.5-A,Great Plains Erosion Control Mix - 2.5 Acres,,984.88,3,3,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
PB-SWDG-1-A,Southwest Desert Goat Forage Mix - 1 Acre,,978.87,6,6,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
PB-SSEC,Southern Subtropics Erosion Control Mix - 1 Acre,,975.74,4,4,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
PB-PSWG,Pacific Southwest Goat Forage Mix - 1/2 Acre,,960.3,6,8,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
PG-AGSP-10-LB,Bluebunch Wheatgrass - 10 lbs,,955.94,5,6,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,All Seed,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,60,
PB-SWTD-2.5-A,Southwest Transitional Dryland Pasture Mix - 2.5 Acres,,955.84,3,3,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,80,
TURF-WS-500-F,TWCA Water-Wise Shade Mix - 500 ft²,,950.21,22,35,PB-SHADE,Shade Tolerant Food Plot Mix,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed",https://naturesseed.com/products/pasture-seed/shade-mix-food-plot/,113.99,https://naturesseed.com/wp-content/uploads/2025/10/ShadeMix.png,40,
WB-FM-2000-F,Flowering Meadow Mix - 2000 ft²,,949.93,9,12,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,30,
PG-BRCA-N-10-LB,California Brome Grass - 10 lbs,,945.0,2,3,TURF-NFF,California Native Grass Seed Mix,"All Seed, Lawn Seed, Specialty Seed, California Collection",https://naturesseed.com/products/grass-seed/california-native-lawn-alternative-mix/,230.58,https://naturesseed.com/wp-content/uploads/2025/07/native-mow-free.jpg,80,
PB-GLBG-2.5-A,Great Lakes/New England Big Game Food Plot Mix - 2.5 Acres,,936.79,3,3,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,70,
PG-POPR-50-LB-OLD,Kentucky Bluegrass - 50 lbs,,924.0,2,4,PG-POPR,Kentucky Bluegrass,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species",https://naturesseed.com/products/pasture-seed/kentucky-bluegrass/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/KentuckyBluegrass.png,80,
TURF-WNS-5000-F,TWCA Water-Wise Northern Sports Mix - 5000 ft²,,915.07,3,4,PB-SHEP-N,Cool Season Sheep Pasture Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,30,
PG-AGRI-10-LB,Streambank Wheatgrass - 10 lbs,,907.13,5,6,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PG-SONU-10-LB,Indiangrass - 10 lbs,,890.33,5,5,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PG-AGSM-10-LB,Western Wheatgrass - 10 lbs,,888.15,6,7,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PB-PSWG-2.5-A,Pacific Southwest Goat Forage Mix - 2.5 Acres,,882.83,3,3,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
PB-PSWS,Pacific Southwest Sheep Forage Mix - 1/2 Acre,,880.17,6,7,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,100,
S-INNOC-1-LB-OLD,Am 120 Standard Mycorrhizal Inoculant - 1 lb,,867.57,48,63,S-INNOC,Am 120 Standard Mycorrhizal Inoculant,All Seed,https://naturesseed.com/products/planting-aids/am-120-standard-mycorrhizal-inoculant/,74.99,https://naturesseed.com/wp-content/uploads/2025/07/am-120-standard-mycorrhizal-inoculant_1_3.jpg,60,
PB-PSWPB,Pacific Southwest Poultry Forage Mix - 5000 ft²,,852.59,19,20,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
PG-LOMU-50-LB,Annual Ryegrass - 50 lbs,,851.5,3,7,PG-LOPE,Perennial Ryegrass,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/perennial-ryegrass/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/PerennialRyegrass-Crop.png,70,
PB-SWTPB-1500-F,Southwest Transitional Poultry Forage Mix - 1500 ft²,,848.3,29,49,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
W-PECA-1-LB,White Prairie Clover - 1lbs,,843.75,2,15,PG-TRRE,White Clover Seed,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed",https://naturesseed.com/products/clover-seed/white-clover/,34.99,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,50,
PB-SWDS,Southwest Desert Sheep Forage Mix - 1 Acre,,836.17,3,3,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,100,
TURF-CYDA-2000-F,Bermuda Grass Seed Mix - 2000 ft²,,835.7,5,5,TURF-BERM,Bermuda Grass Seed Mix for Lawns,"All Seed, Southern Lawn, Sports Turf/High Traffic, Lawn Seed",https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,119.99,https://naturesseed.com/wp-content/uploads/2025/07/Bermudagrass-1.png,80,
PB-MWEC,Mid-West/Mid-Atlantic Erosion Control Mix - 1 Acre,,831.84,5,5,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
PB-SWDPB-2-LB,Southwest Desert Poultry Forage Mix - 2000 ft²,,829.16,35,41,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
PB-FTPB,Florida Tropics Poultry Forage Mix - 5000 ft²,,825.34,10,15,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
PG-PHPR-1-LB-OLD,Timothy Grass Seed - 1 lb,,818.61,49,121,PG-PHPR,Timothy Grass Hay Seed,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed, Specialty Seed",https://naturesseed.com/products/pasture-seed/timothy/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TimothyGrass-plant.jpg,80,
PB-SWDPB,Southwest Desert Poultry Forage Mix - 5000 ft²,,811.09,11,12,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
PG-ELCI-10-LB,Basin Wildrye - 10 lbs,,810.15,5,7,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,30,
WB-MW-1000-F,Midwest Wildflower Mix - 1000 ft²,,806.24,29,32,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,40,
TURF-NE-2000-F,Northeast Seed Mix - 2000 ft²,,804.48,9,12,PB-SHEP-N,Cool Season Sheep Pasture Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,30,
PB-PNWHB-2-LB,Pacific Northwest Honey Bee Pasture Mix - 2000 ft²,,802.98,9,10,PB-SHEP-N,Cool Season Sheep Pasture Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,70,
PB-SSD-0.5-A,Southern Subtropics Dryland Pasture Mix - 1/2 Acre,,800.92,4,7,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,80,
PB-HONEY-OLD,Honey Bee Pasture Mix,,800.91,7,9,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,60,
CV-CHM-5-LB-OLD,CALIFORNIA HABITAT MIX,,799.98,2,2,CV-CHM,California Habitat Mix,"All Seed, Specialty Seed, California Collection",https://naturesseed.com/products/grass-seed/california-habitat-mix/,323.53,https://naturesseed.com/wp-content/uploads/2025/07/habitat-mix.jpg,50,
PG-POPR-5-LB-OLD,Kentucky Bluegrass,,799.8,12,20,PG-POPR,Kentucky Bluegrass,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species",https://naturesseed.com/products/pasture-seed/kentucky-bluegrass/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/KentuckyBluegrass.png,80,
PB-SWDBG-50-LB,Southwest Desert Big Game Food Plot Mix - 2.5 Acres,,798.21,2,4,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,70,
WB-SW-2000-F,Southwest Wildflower Mix - 2000 ft²,,797.82,14,18,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,40,
PG-AGEL-50-LB,Tall Wheatgrass - 50 lbs,,796.88,1,3,PG-FEAR2,Tall Fescue Grass Seed,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,40,
PB-SSAG-2.5-A,Southwest Semi-Arid Steppe Goat Forage Mix - 2.5 Acres,,794.04,2,2,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
PB-GPAL-1-A,Great Plains Alpaca/Llama Forage Mix - 1 Acre,,779.41,3,4,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,50,
TURF-FEAR2,Triple-Play Turf Type Tall Fescue Seed Blend - 5 lbs,,769.78,6,22,PG-FEAR2,Tall Fescue Grass Seed,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,80,
PG-CYDA-1-LB-OLD,Common Bermudagrass - 1 lb,,769.71,23,48,PG-CYDA,Bermudagrass,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/bermudagrass/,84.99,https://naturesseed.com/wp-content/uploads/2025/07/Bermudagrass.png,70,
PB-SATPB-2000-F,South-Atlantic Transitional Poultry Forage Mix - 2000 ft²,,766.1,27,29,PB-CHIX,Chicken Forage Seed Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,70,
PG-ORHY-1-LB,Indian Ricegrass - 1 lb,,760.24,22,33,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PB-SWDEC-1-A,Southwest Desert Erosion Control Mix - 1 Acre,,757.27,5,5,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
WB-SMM-2000-F,Santa Monica Mountain Cover Mix - 2000 ft²,,742.42,5,8,BDL-WSC,Weed Smother Cover Crop Kit,"All Seed, Cover Crop Seed",https://naturesseed.com/products/pasture-seed/weed-smother-cover-crop-kit/,64.99,https://naturesseed.com/wp-content/uploads/2026/02/Compaction-Buster-Cover-Crop-Kit-2Mix-Biological-Tillage-System-for-Soil-Aeration-1.png,40,
PG-FEID-1-LB,"Idaho Fescue - 1 lb, Native Variety",,741.8,21,40,PB-CABIN,Native Cabin Grass Seed Mix,"Food Plot Seed, Specialty Seed",https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,40,
PG-AGSP-1-LB,Bluebunch Wheatgrass - 1 lb,,726.88,23,36,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,All Seed,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,60,
PB-SHEP-SO-OLD,Southern Sheep Pasture Mix,,720.42,6,8,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,110,
